timestamps,TP9,AF7,AF8,TP10,Right AUX
1738233856.495,-18.555,-66.895,-86.914,-37.598,-138.672
1738233856.499,17.578,-63.477,-86.426,-33.203,135.742
1738233856.503,0.000,-64.941,-86.914,-36.133,-100.098
1738233856.507,-44.922,-78.125,-84.473,-24.902,-284.668
1738233856.511,-60.547,-83.008,-85.938,-29.785,-100.098
1738233856.515,-21.484,-70.801,-78.613,-35.156,36.133
1738233856.518,-0.488,-65.918,-70.312,-22.461,-30.762
1738233856.522,-11.230,-62.012,-66.895,-22.461,-185.547
1738233856.526,-25.391,-76.660,-65.918,-25.391,11.719
1738233856.530,-48.828,-78.613,-62.500,-32.715,193.848
1738233856.534,-16.113,-47.363,-55.176,-29.785,-208.984
1738233856.550,7.324,-48.828,-48.340,-15.137,-258.789
1738233856.554,-6.348,-64.941,-48.340,-1.465,17.090
1738233856.558,-24.414,-63.477,-52.734,2.930,-57.617
1738233856.562,-62.012,-65.918,-48.340,-21.484,-277.344
1738233856.566,-42.480,-62.988,-45.898,-41.016,-257.812
1738233856.570,-7.812,-64.941,-48.340,-24.902,394.043
1738233856.574,-11.230,-50.781,-49.316,-26.855,382.324
1738233856.577,-5.859,-45.410,-49.805,-37.598,-157.715
1738233856.581,-47.852,-77.148,-46.387,-37.598,-72.266
1738233856.585,-58.594,-86.426,-43.457,-28.809,375.000
1738233856.589,-20.020,-54.688,-42.969,-23.438,189.453
1738233856.593,-12.207,-41.992,-38.574,-30.273,-293.945
1738233856.595,-29.785,-60.547,-37.598,-28.320,-224.121
1738233856.599,-57.617,-71.777,-43.457,-43.457,-78.125
1738233856.603,-50.293,-59.082,-45.410,-54.199,-210.938
1738233856.607,-17.090,-49.316,-48.340,-51.758,-295.898
1738233856.611,-14.648,-51.758,-47.363,-36.621,-124.023
1738233856.615,-35.156,-53.223,-45.898,-21.484,96.191
1738233856.619,-60.547,-56.152,-47.363,-25.879,18.066
1738233856.622,-52.734,-43.945,-49.805,-40.039,-243.164
1738233856.626,-16.113,-41.992,-53.711,-41.016,-42.480
1738233856.630,-7.812,-46.875,-48.828,-23.438,299.316
1738233856.634,-22.949,-41.016,-42.969,-7.324,-1.465
1738233856.638,-55.176,-52.734,-42.969,4.395,-107.910
1738233856.655,-68.359,-59.570,-41.016,-1.465,59.570
1738233856.659,-35.645,-46.875,-43.457,-28.809,-42.969
1738233856.663,10.254,-37.109,-48.828,-20.020,-168.457
1738233856.667,13.672,-46.387,-49.805,-3.906,-86.426
1738233856.671,-45.410,-66.406,-44.434,-31.250,-54.688
1738233856.675,-74.707,-76.660,-45.410,-38.086,-29.297
1738233856.679,-48.828,-69.336,-48.828,-41.992,-69.336
1738233856.682,-21.973,-64.453,-48.340,-39.551,-70.801
1738233856.686,-14.648,-77.637,-42.480,-11.719,516.602
1738233856.690,-38.574,-78.125,-44.434,-15.625,555.664
1738233856.694,-55.664,-74.219,-54.688,-34.668,-176.270
1738233856.698,-25.391,-69.824,-57.129,-31.250,-314.453
1738233856.685,-0.488,-71.777,-53.711,-20.508,-182.129
1738233856.689,-5.859,-84.473,-51.270,-20.508,-122.559
1738233856.693,-22.461,-80.078,-48.828,-26.367,-189.453
1738233856.697,-46.387,-81.543,-55.664,-27.832,-182.617
1738233856.701,-31.738,-68.359,-62.500,-31.738,-71.777
1738233856.705,-6.348,-51.758,-58.105,-25.879,-90.332
1738233856.709,-4.395,-45.898,-54.199,-15.137,-46.387
1738233856.712,-2.441,-54.688,-56.641,-5.859,30.762
1738233856.716,-34.668,-71.777,-65.430,-12.695,-23.926
1738233856.720,-41.016,-62.500,-65.430,-9.766,-231.445
1738233856.724,1.953,-48.828,-65.430,-13.184,-255.371
1738233856.728,8.301,-51.758,-67.383,-32.715,54.688
1738233856.745,-10.742,-57.617,-74.707,-32.715,88.867
1738233856.749,-28.320,-67.871,-81.055,-26.367,-143.066
1738233856.753,-30.273,-65.918,-75.684,-20.996,-204.590
1738233856.757,-5.371,-64.941,-68.848,-21.973,240.723
1738233856.761,6.348,-65.430,-64.453,-16.602,376.465
1738233856.765,-4.883,-62.988,-63.965,-7.812,26.367
1738233856.769,-29.785,-63.965,-58.594,-8.301,6.348
1738233856.772,-46.875,-68.359,-51.758,-15.625,418.945
1738233856.776,-26.367,-45.898,-59.082,-28.809,538.086
1738233856.780,-9.277,-32.715,-62.500,-25.879,-78.613
1738233856.784,-9.277,-47.363,-54.199,-31.738,-196.777
1738233856.788,-29.785,-51.270,-48.828,-29.297,3.418
1738233856.790,-61.035,-46.387,-45.898,-24.902,-208.496
1738233856.794,-37.598,-35.156,-37.598,-18.555,-349.121
1738233856.798,-12.207,-33.203,-33.203,-20.996,-225.098
1738233856.802,-15.625,-35.645,-37.109,-36.133,-125.000
